symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,n_obs_trading_days,data_start,data_end,Q_beta,Q_alpha,Q_beta_sqrt,Q_alpha_sqrt,Q_beta_annualised,Q_alpha_annualised,R,R_sqrt,SNR_beta_R,SNR_alpha_R,log_likelihood,log_likelihood_per_obs,em_iterations,em_converged,beta_initial,beta_final,beta_mean,beta_std,beta_drift_total,alpha_initial,alpha_final,alpha_mean,alpha_std,P_beta_final,P_alpha_final,kalman_gain_beta_mean,kalman_gain_alpha_mean,innovation_mean,innovation_std,spread_mean,spread_std,spread_skew,spread_kurtosis,spread_min,spread_max,spread_autocorr_lag1,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ou_equilibrium_minutes,spread_stationary_std,ar1_phi,ar1_c,ar1_phi_pvalue,adf_stat,adf_pvalue,adf_critical_1pct,adf_critical_5pct,adf_critical_10pct,hurst_exponent,tradeable,tradeable_reason,runtime_s,skipped,skip_reason,error
ADANIPORTS,GMRAIRPORT,0.38494,398,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,2.9816712e-07,1e-12,0.00054604681,1e-06,0.028176793,9.45e-08,4.9831233e-07,0.00070591241,0.59835388,2.0067735e-06,218353.94,4.934552,15,False,0.23688325,0.28102327,0.2411759,0.016969645,0.044140021,6.2165521,6.2165384,6.2165429,4.3773083e-06,2.4319109e-08,4.424972e-08,0.20339157,4.6602557e-07,4.9077707e-06,0.00097541819,-5.620898e-09,9.0553564e-05,-0.14231782,247.3773,-0.0038809489,0.0035636798,-0.42929568,20.723266,-3.3455494e-09,0.00052648969,0.033447777,0.00055746295,0.10034333,8.1779749e-05,-0.42926619,-3.3455494e-09,0,-76.974659,0,-3.4304979,-2.8616054,-2.5668048,-0.0012004019,False,HL=0.0<15,7.04,False,,
BANKINDIA,LTF,0.384764,399,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,4.5470775e-07,1e-12,0.00067432022,1e-06,0.042969883,9.45e-08,1.0395568e-06,0.0010195866,0.43740539,9.6194839e-07,200396.86,4.528743,15,False,1.1555456,1.1702598,1.173977,0.01690078,0.014714111,-1.6275576,-1.6275452,-1.6275492,3.7535422e-06,3.1955667e-08,4.4249898e-08,0.16568406,1.904564e-07,2.0134885e-06,0.0013651608,1.2691934e-08,0.0001188791,0.075544333,76.395826,-0.0031486796,0.0036789109,-0.47327193,20.723266,2.7430416e-08,0.00067415836,0.033447777,0.00055746295,0.10034333,0.00010471715,-0.47326122,2.7430416e-08,0,-79.587538,0,-3.4304979,-2.8616054,-2.5668048,-0.00045661011,False,HL=0.0<15,7.07,False,,
BEML,DATAPATTNS,0.384667,400,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0015095508,0.038852938,6.6244872e-10,6.6244872e-10,63034.453,1.424507,15,False,0.3531781,0.34115494,0.34520166,0.0077997326,0.012023159,4.6801546,4.6786361,4.6791757,0.00098308478,5.2252666e-09,4.3755125e-08,4.9124733e-05,2.6186219e-06,-0.0093912175,0.051405982,7.3004399e-05,0.038969538,-0.77349265,0.18334342,-0.14013329,0.10374863,0.99945691,0.00054328254,3.7744258e-05,0.0012845207,1275.8503,21.264171,3827.5509,0.038968458,0.99945687,2.0500227e-08,0.00026337833,-3.1296621,0.024434522,-3.4304978,-2.8616053,-2.5668048,0.49282021,True,PASS,6.81,False,,
JSWSTEEL,VEDL,0.384625,401,44205,117.9,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,1.5437582e-05,0.0039290689,6.4776983e-08,6.4776983e-08,-297524.98,-6.730573,15,False,-0.29423693,-0.2509473,-0.27613555,0.014400176,0.043289632,8.6186118,8.6227897,8.6195909,0.001729085,1.9106815e-09,4.2946077e-08,0.00027865302,4.2087764e-05,0.0038701533,0.018329334,-5.9271773e-05,0.014073831,-0.21368324,-0.27490424,-0.046213776,0.048905632,0.99674627,0.0032590858,-5.9813198e-05,0.0011362527,212.68148,3.5446913,638.04444,0.014073822,0.99674622,-1.9461903e-07,1.0921112e-17,-8.7753733,2.4570579e-14,-3.430498,-2.8616054,-2.5668048,0.48898266,True,PASS,7.35,False,,
KAYNES,NBCC,0.384439,402,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0087484459,0.093533127,1.1430602e-10,1.1430602e-10,41206.263,0.931215,12,True,0.10654424,0.034687684,0.036755369,0.0016483703,0.071856552,8.0888417,8.0874837,8.087952,0.00037446243,2.2173868e-08,4.3665975e-08,5.1103857e-05,1.0954017e-06,-0.043305192,0.084908824,-0.00077954694,0.093528148,0.3965359,1.075927,-0.23959175,0.32005617,0.99983572,0.00025598806,-0.040140184,0.0016952911,2707.7325,45.128875,8123.1976,0.074923739,0.99974404,-1.0274093e-05,0.0014865975,-3.0458016,0.030832886,-3.4304979,-2.8616053,-2.5668048,0.52717584,False,HL=2708>1440,7.4,False,,
NBCC,PNB,0.384352,403,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0058639719,0.076576575,1.7053288e-10,1.7053288e-10,44877.502,1.014181,15,False,0.40845053,0.37579406,0.38032035,0.006031886,0.032656464,2.7736778,2.7705466,2.7714964,0.0012712678,1.751348e-08,4.353001e-08,5.4587814e-05,1.4964203e-06,-0.046176086,0.073005078,-0.00021534176,0.076586723,0.22056103,-0.52941525,-0.14877274,0.1967216,0.99991036,0.00010432584,-0.012283205,0.0010254914,6644.0602,110.73434,19932.181,0.070993905,0.99989568,-1.2813889e-06,0.050618097,-1.6159843,0.4748352,-3.4304978,-2.8616053,-2.5668048,0.5120158,False,ADF_p=0.4748; HL=6644>1440,6.69,False,,
JIOFIN,LTF,0.384307,404,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.000711179,0.026667939,1.4061158e-09,1.4061158e-09,77512.798,1.751702,15,False,0.25268137,0.21485854,0.22742368,0.011599745,0.037822829,4.2747237,4.2688174,4.2710979,0.0021086687,5.8720341e-09,4.3176685e-08,6.9097737e-05,5.6057567e-06,-0.021658788,0.029787912,-0.00015812522,0.026666121,-0.60431496,-0.1218494,-0.096459108,0.062411035,0.99948567,0.00052373489,-0.0010702417,0.00085537116,1323.4695,22.057826,3970.4086,0.02642919,0.9994764,-5.6037618e-07,0.00029709636,-3.498795,0.0080180952,-3.4304978,-2.8616053,-2.5668048,0.49817959,True,PASS,6.67,False,,
LAURUSLABS,ZYDUSLIFE,0.384283,405,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,0.00012992244,1e-06,0.011398353,9.45e-08,12.277671,0.0010302963,0.032098229,9.7059457e-10,0.12610202,103617.77,2.341645,15,False,-0.95319081,-0.95195742,-0.95195803,5.1554783e-07,0.0012333992,13.456167,13.871337,13.470209,0.12267447,8.1286795e-06,0.00070294889,9.7904549e-06,0.2975862,3.1964657e-05,0.0022463266,-1.4600768e-07,0.0013107782,0.35789471,43.930042,-0.02883404,0.038143859,0.44562172,0.80831675,-6.4789888e-08,0.0016665429,0.85751926,0.014291988,2.5725578,0.0013107224,0.4456075,-3.5919028e-08,0,-66.067682,0,-3.4304979,-2.8616054,-2.5668048,-0.0085342177,False,HL=0.9<15,6.91,False,,
PNB,UCOBANK,0.384278,406,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1.4233356e-06,1e-06,0.0011930363,9.45e-08,0.13450521,5.3491396e-05,0.0073137813,1.8694595e-08,0.026608682,172515.84,3.898663,15,False,1.0754431,1.0744737,1.0744791,5.1584808e-06,0.00096940945,1.1572752,1.1862097,1.2003826,0.033060064,8.4608531e-07,1.6900506e-05,3.4174981e-05,0.15033004,3.9242544e-06,0.0015412047,2.7622296e-07,0.00109946,-0.15750754,35.378359,-0.021056871,0.025515175,0.55111534,0.59581811,2.3248654e-07,0.0012001735,1.1633537,0.019389228,3.490061,0.0010994417,0.55111151,1.0436053e-07,0,-58.59989,0,-3.4304979,-2.8616054,-2.5668048,0.0048406967,False,HL=1.2<15,5.88,False,,
KPITTECH,TECHM,0.384074,407,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.025129426,0.15852264,3.9793985e-11,3.9793985e-11,10097.793,0.228199,15,False,0.28010407,0.22367981,0.23366809,0.0081668099,0.056424266,5.0769784,5.0738745,5.0752543,0.0011302474,2.291499e-08,4.4043272e-08,2.905419e-05,3.829488e-07,-0.1512542,0.1097023,-0.0014419954,0.16100155,0.22140656,-1.4278555,-0.27769252,0.2710856,0.99997142,5.597071e-05,-0.1155638,0.001217302,12384.106,206.40176,37152.317,0.11505432,0.99994403,-6.4680069e-06,0.059717288,-1.5902515,0.48848865,-3.4304979,-2.8616054,-2.5668048,0.47746874,False,ADF_p=0.4885; HL=12384>1440,5.88,False,,
M&M,MOTHERSON,0.384061,408,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.4726515e-07,1e-12,0.00038375142,1e-06,0.013916557,9.45e-08,3.2989252e-07,0.00057436271,0.44640343,3.0312903e-06,227148.22,5.133293,15,False,-0.13870622,-0.1713055,-0.15863665,0.015735916,0.032599288,8.8841483,8.8840886,8.8841087,1.8754858e-05,1.4429835e-08,4.4249379e-08,0.19145936,9.0272035e-07,-3.8024983e-06,0.0011293222,-1.6667792e-08,0.00012217283,-0.13366826,201.85399,-0.0038260996,0.0036917859,-0.41573639,20.723266,-2.5920626e-08,0.00071534617,0.033447777,0.00055746295,0.10034333,0.00011111486,-0.41573362,-2.5920626e-08,0,-78.993055,0,-3.4304979,-2.8616054,-2.5668048,-0.0013950297,False,HL=0.0<15,5.48,False,,
JIOFIN,TATASTEEL,0.384029,409,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0016699762,0.040865342,5.9881093e-10,5.9881093e-10,49570.39,1.120235,15,False,0.33866348,0.28224196,0.29902708,0.014758376,0.056421522,3.9877398,3.9798996,3.9830613,0.0027833325,8.7599789e-09,4.3279232e-08,5.5738508e-05,3.410035e-06,-0.047548191,0.040098282,0.00034254225,0.041121343,0.096859842,-0.95095702,-0.10045675,0.088579011,0.99978401,0.00024556101,-0.0062767423,0.0008547085,2822.7086,47.045144,8468.1259,0.038567663,0.99975447,-1.5411339e-06,0.0064763832,-2.564019,0.10066414,-3.4304978,-2.8616053,-2.5668048,0.49998813,False,ADF_p=0.1007; HL=2823>1440,5.5,False,,
PNB,RBLBANK,0.38391,410,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00099442406,0.03153449,1.0056072e-09,1.0056072e-09,67692.857,1.529782,15,False,0.79247553,0.75285439,0.77469108,0.011434165,0.039621134,0.31246849,0.30720457,0.31094991,0.0019579831,6.4783114e-09,4.3286018e-08,6.4028721e-05,4.4742364e-06,-0.023073802,0.038370172,8.0366562e-05,0.031553121,-0.052451463,-0.44712646,-0.079701209,0.099070371,0.99944825,0.00054827715,-0.003336143,0.0010483017,1264.2277,21.070462,3792.6832,0.031657106,0.99945187,-1.8286296e-06,0.00025920724,-3.1413267,0.02364219,-3.4304978,-2.8616053,-2.5668048,0.4818397,True,PASS,4.61,False,,
DLF,IRFC,0.38374,411,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0010403713,0.032254788,9.6119528e-10,9.6119528e-10,79125.491,1.788147,15,False,0.45958989,0.43142825,0.43654392,0.0070378088,0.028161642,4.38264,4.3783616,4.3795349,0.0015864634,8.5325602e-09,4.2847525e-08,6.3479024e-05,5.2034931e-06,-0.018789648,0.03405249,-0.00024532127,0.032253036,-0.56796708,-0.28896099,-0.1064837,0.070762324,0.99956362,0.00045209056,-0.0013829663,0.00095293815,1533.2043,25.553405,4599.6128,0.031691077,0.99954801,-6.2508471e-07,0.00064440103,-2.848826,0.051630678,-3.4304979,-2.8616053,-2.5668048,0.48529272,False,ADF_p=0.0516; HL=1533>1440,5.53,False,,
RECLTD,SUZLON,0.383737,412,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0011652499,0.034135757,8.5818501e-10,8.5818501e-10,82398.282,1.862108,15,False,0.2763346,0.27344093,0.27897635,0.0028388708,0.0028936678,4.7806652,4.779682,4.7811327,0.00074601966,1.0559173e-08,4.257389e-08,7.574713e-05,5.3336373e-06,2.0500016e-05,0.037277905,-3.0471852e-05,0.034134655,-0.055794058,-0.84742008,-0.084602152,0.078674264,0.99965282,0.00032284225,-0.0031676853,0.00089955179,2147.0151,35.783584,6441.0452,0.035401037,0.99967721,-1.0224976e-06,0.0049862939,-2.6058842,0.091787216,-3.4304978,-2.8616053,-2.5668048,0.51138751,False,ADF_p=0.0918; HL=2147>1440,5.24,False,,
CANBK,J&KBANK,0.383437,413,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0038071337,0.061701975,2.626648e-10,2.626648e-10,42691.736,0.964785,15,False,0.57257709,0.53432801,0.55308568,0.011992216,0.038249085,2.3513922,2.3447505,2.3485658,0.0024302253,1.3806618e-08,4.3447935e-08,5.7896731e-05,2.0036758e-06,-0.053279141,0.06345652,0.0011736873,0.06204407,-0.3442348,-0.95359542,-0.14013329,0.11348756,0.99987134,0.00010498689,-0.023245751,0.00099527774,6602.226,110.0371,19806.678,0.068684976,0.99989502,-2.440371e-06,0.084312013,-1.1139929,0.70945954,-3.4304978,-2.8616053,-2.5668048,0.4847263,False,ADF_p=0.7095; HL=6602>1440,4.92,False,,
MARUTI,TMPV,0.383354,414,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0007038886,0.026530899,1.4206794e-09,1.4206794e-09,72059.329,1.628459,15,False,0.21598161,0.18304141,0.19885628,0.013406851,0.032940196,8.4203436,8.4142619,8.4170335,0.0023664403,5.5649346e-09,4.3251252e-08,6.7019562e-05,5.4442779e-06,-0.020569816,0.033169427,-0.00015959433,0.026533117,-0.42008356,-0.40338248,-0.072721241,0.06175306,0.99946415,0.00053396873,-0.00042371199,0.00086873616,1298.1044,21.635074,3894.3133,0.026583673,0.99946617,-2.2618856e-07,0.00030147146,-3.2275724,0.018443138,-3.4304978,-2.8616053,-2.5668048,0.4855948,True,PASS,5.27,False,,
BSE,IREDA,0.383058,415,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.2448206e-09,6.6367991e-05,3.5282016e-05,0.0081466552,0.00011763555,6.2717751,0.0099973974,0.099986986,1.2451447e-07,0.0066385268,59405.638,1.3425,15,False,1.0718695,1.0715175,1.0716737,0.00015736386,0.00035198495,2.6529592,3.1787641,2.8058847,0.15826625,8.1662366e-05,0.002713373,1.9851855e-05,0.078181972,0.00015106697,0.0033895975,8.7784629e-07,0.002291429,-0.53297567,33.257881,-0.045757043,0.040792002,0.84260948,0.1712531,1.4820046e-06,0.0013410311,4.0475016,0.06745836,12.142505,0.0022914197,0.84260829,2.3325525e-07,0,-46.52948,0,-3.4304979,-2.8616054,-2.5668048,0.068995786,False,HL=4.0<15,5.92,False,,
CANBK,DLF,0.382877,416,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00081683507,0.028580327,1.2242373e-09,1.2242373e-09,86311.054,1.950532,15,False,0.52766079,0.52108887,0.5290861,0.0037948623,0.0065719265,1.5658525,1.5650964,1.5663692,0.00060064464,5.3897599e-09,4.3390137e-08,6.0099386e-05,4.6906486e-06,-0.0020987604,0.033399456,3.1844809e-05,0.028579277,0.60711491,-0.12231226,-0.055818954,0.096832266,0.99943678,0.00056402035,-0.00014458576,0.00095933783,1228.94,20.482334,3686.8201,0.028563353,0.99943614,-8.1526315e-08,0.00020452478,-3.2640091,0.016565947,-3.4304978,-2.8616053,-2.5668048,0.48591121,True,PASS,5.16,False,,
INDIANB,JIOFIN,0.382751,417,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,2.8089564e-06,1e-12,0.0016759942,1e-06,0.26544638,9.45e-08,5.5087086e-06,0.0023470638,0.50991197,1.8153075e-07,163136,3.686689,15,False,1.7675148,1.8375253,1.8206333,0.036988305,0.070010422,-3.3505418,-3.3505395,-3.3505402,7.0555034e-07,1.7399199e-07,4.4249989e-08,0.16978722,2.683443e-08,9.2760485e-06,0.0015549292,1.3730036e-08,0.0001201416,0.062429122,28.649837,-0.0022656825,0.0020434188,-0.45403201,20.723266,2.1536097e-08,0.00068914067,0.033447777,0.00055746295,0.10034333,0.00010704436,-0.45403152,2.1536097e-08,0,-78.800282,0,-3.4304979,-2.8616054,-2.5668048,-0.00087302187,False,HL=0.0<15,6.91,False,,
RAILTEL,TITAGARH,0.382446,418,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0045714014,0.06761214,2.187513e-10,2.187513e-10,51319.895,1.159772,15,False,0.092129338,0.084482589,0.086643992,0.0044883687,0.0076467491,5.1987403,5.197319,5.1977124,0.00073984711,1.0848927e-08,4.3697693e-08,4.2660737e-05,1.5285778e-06,-0.013349614,0.073798371,-0.0009038498,0.067617336,-0.814153,-0.040852084,-0.2042326,0.13622303,0.99976931,0.00022971931,0.0010744145,0.0014525043,3017.3658,50.28943,9052.0973,0.067764723,0.99977031,2.467854e-07,0.01224304,-2.1629073,0.21998224,-3.4304978,-2.8616053,-2.5668048,0.50056965,False,ADF_p=0.2200; HL=3017>1440,6.75,False,,
JIOFIN,TATAPOWER,0.381926,419,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00063702067,0.025239268,1.5698078e-09,1.5698078e-09,70212.041,1.586713,15,False,0.39807701,0.35388126,0.37099136,0.014909554,0.044195754,3.3497919,3.3430546,3.3459277,0.0025043793,5.2031773e-09,4.3292106e-08,6.7072266e-05,5.6266492e-06,-0.024390083,0.030009428,-6.9295478e-06,0.02523844,-0.59759959,-0.14718897,-0.089969249,0.062789731,0.99941123,0.00059470459,-0.00057540501,0.00086620258,1165.5319,19.425532,3496.5957,0.025116194,0.99940547,-3.4209427e-07,0.00013387718,-3.7302004,0.0037078647,-3.4304978,-2.8616053,-2.5668048,0.49938506,True,PASS,6.7,False,,
EXIDEIND,NBCC,0.381746,420,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,3.0176681e-08,1e-12,0.00017371436,1e-06,0.0028516963,9.45e-08,1.9327746e-07,0.00043963332,0.1561314,5.1739091e-06,246187.21,5.563553,15,False,0.23603817,0.23895481,0.22011957,0.011224727,0.002916637,4.8153651,4.815262,4.8152966,3.3198105e-05,9.5694774e-09,4.4247544e-08,0.17534505,3.9348526e-06,3.6705907e-07,0.00091800567,-1.5876146e-08,0.00022287938,-0.02918138,44.448516,-0.0047095,0.004738927,-0.33034847,20.723266,-2.3548631e-08,0.0013543328,0.033447777,0.00055746295,0.10034333,0.00021036879,-0.33034853,-2.3548631e-08,0,-77.976941,0,-3.4304979,-2.8616054,-2.5668048,-0.0033878421,False,HL=0.0<15,7.15,False,,
ABCAPITAL,PNB,0.381516,421,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.0080782e-07,1e-12,0.00031750247,1e-06,0.0095263391,9.45e-08,2.7183259e-07,0.00052137567,0.37084524,3.6787348e-06,232111.13,5.245449,15,False,0.23482051,0.24820534,0.23085183,0.010160678,0.013384828,4.7383717,4.7383293,4.7383435,1.359422e-05,1.3280672e-08,4.4249368e-08,0.18975451,1.093924e-06,1.5728963e-06,0.0011274366,-9.4615446e-09,0.00014300489,-0.14644471,101.14245,-0.0050455927,0.004260072,-0.40480404,20.723266,-1.1752561e-08,0.00084185358,0.033447777,0.00055746295,0.10034333,0.00013076529,-0.40480294,-1.1752561e-08,0,-77.125027,0,-3.4304979,-2.8616054,-2.5668048,-0.0016493705,False,HL=0.0<15,7.18,False,,
AMBUJACEM,JIOFIN,0.381353,422,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00068353261,0.026144457,1.462988e-09,1.462988e-09,81883.574,1.850476,15,False,0.59264615,0.58109155,0.59110136,0.0079078839,0.011554597,2.9075883,2.9048637,2.9067239,0.0014718799,5.9764932e-09,4.3109947e-08,6.8750348e-05,5.8917406e-06,-0.0072605434,0.033808817,-6.3588619e-05,0.026192542,-0.62268726,0.16797929,-0.089704595,0.051035364,0.9994138,0.00058245495,0.0010136727,0.00089698049,1190.0443,19.834071,3570.1329,0.026280694,0.99941771,5.9024677e-07,0.00017351397,-3.2119884,0.019301148,-3.4304979,-2.8616054,-2.5668048,0.46971422,True,PASS,7.01,False,,
BAJFINANCE,SHRIRAMFIN,0.381253,423,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00092501822,0.030414112,1.0810598e-09,1.0810598e-09,73958.835,1.671386,15,False,0.59238785,0.56733554,0.56923792,0.0071990937,0.025052304,2.9376891,2.9349543,2.9352349,0.0010540842,5.2230388e-09,4.3512488e-08,6.0047566e-05,4.0830403e-06,-0.016754855,0.037268619,8.9652281e-05,0.03040762,0.057497887,-0.69137049,-0.076001392,0.078911309,0.99959951,0.00041366756,-0.0012088059,0.00086067345,1675.6141,27.926901,5026.8422,0.029922486,0.99958642,-4.9994038e-07,0.0010557415,-2.7818959,0.06090671,-3.4304979,-2.8616054,-2.5668048,0.46039003,False,ADF_p=0.0609; HL=1676>1440,8.1,False,,
CDSL,HUDCO,0.381223,424,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0021324153,0.046178083,4.689518e-10,4.689518e-10,65282.706,1.475315,15,True,0.86502233,0.84560617,0.85829152,0.0060237079,0.019416153,2.6437906,2.6403915,2.6426681,0.0010564628,9.7420851e-09,4.3308425e-08,5.5494689e-05,2.9520897e-06,-0.023035138,0.048717687,0.00042544432,0.046174546,-0.85493302,0.59744243,-0.14209537,0.097558844,0.99973079,0.00026370671,-0.0019255898,0.0010715183,2628.4776,43.807961,7885.4329,0.046657775,0.99973633,-5.07724e-07,0.0084173506,-2.2045288,0.20460586,-3.4304979,-2.8616053,-2.5668048,0.49522113,False,ADF_p=0.2046; HL=2628>1440,7.32,False,,
RECLTD,UNIONBANK,0.381181,425,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.001581321,0.039765828,6.3238265e-10,6.3238265e-10,75896.297,1.715171,15,False,0.10284754,0.096113928,0.097955004,0.002758173,0.0067336094,5.3599288,5.3590936,5.3594791,0.00054921857,8.9903113e-09,4.3187741e-08,6.3617822e-05,3.6544897e-06,-0.0031232459,0.043103525,-7.7621093e-05,0.039764839,0.0081309964,-0.28690467,-0.11930061,0.090638907,0.99971096,0.00028407534,-0.0032060912,0.00095615716,2440.0118,40.666864,7320.0354,0.040114143,0.99971597,-9.1064209e-07,0.0064771796,-2.6034125,0.092294026,-3.4304978,-2.8616053,-2.5668048,0.51718139,False,ADF_p=0.0923; HL=2440>1440,7.26,False,,
CDSL,PFC,0.381042,426,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0014793269,0.038462019,6.7598311e-10,6.7598311e-10,60672.122,1.371121,15,False,0.21829852,0.1710664,0.18471603,0.011840643,0.047232122,6.0882713,6.0824626,6.0847585,0.00199583,7.2359092e-09,4.3429725e-08,5.6693109e-05,3.3631556e-06,-0.036369907,0.039258431,9.847555e-05,0.038475157,-0.30228381,-0.58390648,-0.12208951,0.087868491,0.99962196,0.00042445711,-0.0043245487,0.0010580398,1633.0205,27.217009,4899.0616,0.036313667,0.99957563,-1.8351959e-06,0.00058393388,-3.1586827,0.02250435,-3.4304979,-2.8616054,-2.5668048,0.49206736,False,HL=1633>1440,7.04,False,,
INOXWIND,IRCON,0.380921,427,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.011378026,0.10666783,8.7888704e-11,8.7888704e-11,31311.952,0.707615,15,False,0.30171724,0.24688155,0.25283111,0.0059333128,0.054835688,3.3629013,3.3595857,3.3608195,0.0012308857,2.2943911e-08,4.3796871e-08,3.8353845e-05,8.4372491e-07,-0.083373026,0.08344156,-0.0017898328,0.10665337,-0.23757987,-0.75727202,-0.21427424,0.20346481,0.9999351,0.000102937,-0.046730639,0.0012150801,6733.7031,112.22838,20201.109,0.084684544,0.99989707,-4.8100641e-06,0.028681248,-1.8804913,0.34129356,-3.4304978,-2.8616053,-2.5668048,0.52223618,False,ADF_p=0.3413; HL=6734>1440,6.97,False,,
BANKBARODA,YESBANK,0.380777,428,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0023929789,0.048918084,4.1788918e-10,4.1788918e-10,67266.079,1.520137,15,True,0.67648098,0.67129414,0.67832734,0.0031564677,0.0051868402,3.5917039,3.5896212,3.5918184,0.00098955746,1.8706045e-08,4.2560718e-08,7.5443472e-05,3.6114357e-06,-0.003504549,0.052499435,0.00051704707,0.048914306,-0.26079243,-0.049145662,-0.12779421,0.12457536,0.99981529,0.0001494733,-0.010733594,0.00094019159,4637.2642,77.287737,13911.793,0.05437754,0.99985054,-1.6042659e-06,0.050950545,-1.1920764,0.67699494,-3.4304978,-2.8616053,-2.5668048,0.47431348,False,ADF_p=0.6770; HL=4637>1440,6.75,False,,
INDHOTEL,NBCC,0.380729,429,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00019119191,0.013827216,5.2303468e-09,5.2303468e-09,117698.7,2.659858,15,False,0.64269071,0.64243986,0.64278303,0.0027526158,0.00025084443,3.5591857,3.5591451,3.5592354,0.0005912137,4.8719731e-09,4.2458717e-08,0.00010783262,1.4133003e-05,-0.00025932916,0.016385115,3.3691626e-05,0.013826472,-0.25017684,-0.35814452,-0.046381943,0.040619736,0.99787595,0.0021264981,7.2885457e-05,0.00090166345,325.95711,5.4326185,977.87133,0.013826013,0.99787576,1.5482611e-07,3.5057585e-12,-5.9635739,2.012244e-07,-3.4304978,-2.8616053,-2.5668048,0.46017194,True,PASS,6.33,False,,
