symbol_a,symbol_b,pearson_rho
HONAUT,MANAPPURAM,0.063343
ASTERDM,RADICO,0.063343
JSWINFRA,MEESHO,0.063342
JSWDULUX,PINELABS,0.063342
GLAXO,HINDALCO,0.063341
EIHOTEL,GRANULES,0.063339
HDFCLIFE,ZYDUSWELL,0.063338
ABBOTINDIA,AMBUJACEM,0.063338
ANANDRATHI,RKFORGE,0.063337
MCX,TIMKEN,0.063335
APLAPOLLO,GILLETTE,0.063334
ACUTAAS,INDIAMART,0.063334
AJANTPHARM,HONASA,0.063333
HEXT,HSCL,0.063331
ANANDRATHI,COROMANDEL,0.063328
SUNDARMFIN,TEJASNET,0.063326
GLAXO,GVT&D,0.063326
IPCALAB,MGL,0.063324
LTM,SUMICHEM,0.063324
ERIS,IIFL,0.063322
IKS,MRPL,0.06332
NIVABUPA,PRESTIGE,0.063318
ELGIEQUIP,GODIGIT,0.063318
GODREJIND,KAJARIACER,0.063317
ICICIPRULI,VIJAYA,0.063315
AEGISVOPAK,TEJASNET,0.063314
AADHARHFC,KPRMILL,0.063313
CASTROLIND,EIHOTEL,0.06331
ATUL,BERGEPAINT,0.06331
COHANCE,COROMANDEL,0.063309
AEGISVOPAK,LINDEINDIA,0.063309
BLUEDART,VBL,0.063304
CRAFTSMAN,SCHAEFFLER,0.063302
ICICIAMC,ITCHOTELS,0.063302
GALLANTT,TRENT,0.0633
CUMMINSIND,SPLPETRO,0.063296
DIVISLAB,SUNTV,0.063294
CRAFTSMAN,SAREGAMA,0.063294
LINDEINDIA,MRF,0.063294
BERGEPAINT,TECHM,0.063292
CANHLIFE,PIRAMALFIN,0.063291
AADHARHFC,VMM,0.06329
LGEINDIA,NAVA,0.063289
LTTS,VIJAYA,0.063286
CARBORUNIV,TMCV,0.063285
ANTHEM,SAREGAMA,0.063283
BAJFINANCE,BLUEDART,0.063282
AEGISLOG,LINDEINDIA,0.063281
DALBHARAT,STARHEALTH,0.063281
CHOLAFIN,TIMKEN,0.063281
EMMVEE,SUMICHEM,0.06328
IPCALAB,JUBLPHARMA,0.063278
COROMANDEL,EMMVEE,0.063278
NAVINFLUOR,SBILIFE,0.063278
AADHARHFC,IDEA,0.063276
COHANCE,LALPATHLAB,0.063274
GODIGIT,KEC,0.063272
JUBLPHARMA,PTCIL,0.063272
ANANDRATHI,PRESTIGE,0.063272
AJANTPHARM,NAVINFLUOR,0.06327
EMMVEE,HOMEFIRST,0.063269
BSOFT,PIRAMALFIN,0.063269
AEGISVOPAK,INDIACEM,0.063267
GESHIP,JUBLPHARMA,0.063265
BAJAJ-AUTO,VIJAYA,0.063264
GLAND,JKCEMENT,0.063264
ABB,SPLPETRO,0.06326
GODIGIT,OLECTRA,0.063257
KFINTECH,ZFCVINDIA,0.063257
AIAENG,GVT&D,0.063255
BAYERCROP,KEI,0.063253
HINDCOPPER,SUNDARMFIN,0.063253
MCX,MEESHO,0.063253
AEGISLOG,JBCHEPHARM,0.063252
ERIS,TORNTPOWER,0.063251
AFCONS,GILLETTE,0.06325
AIAENG,POLICYBZR,0.063248
PINELABS,TRITURBINE,0.063248
GODIGIT,SBIN,0.063247
CHALET,JSWDULUX,0.063246
HSCL,PVRINOX,0.063246
EICHERMOT,FLUOROCHEM,0.063243
CANHLIFE,PRESTIGE,0.063242
AADHARHFC,CCL,0.063242
HONASA,MINDACORP,0.063241
ANTHEM,OLAELEC,0.063241
HSCL,SHYAMMETL,0.063237
DOMS,ENDURANCE,0.063236
3MINDIA,GRAPHITE,0.063236
ICICIAMC,LAURUSLABS,0.063236
ONESOURCE,POWERGRID,0.063235
SBILIFE,UBL,0.063233
PATANJALI,TIMKEN,0.063231
ANURAS,BPCL,0.06323
IDFCFIRSTB,IPCALAB,0.063229
CPPLUS,HEXT,0.063228
GALLANTT,INDIGO,0.063228
DIXON,SUNTV,0.063227
INDGN,JAINREC,0.063227
IPCALAB,SOBHA,0.063225
AFCONS,EMCURE,0.063223
CASTROLIND,FLUOROCHEM,0.063223
JUBLINGREA,URBANCO,0.063222
EICHERMOT,GALLANTT,0.063221
AADHARHFC,CUB,0.06322
IDBI,ZFCVINDIA,0.063218
ANURAS,MGL,0.063215
IKS,VEDL,0.063213
GODREJCP,MAPMYINDIA,0.063213
ECLERX,IKS,0.06321
HDFCBANK,JUBLINGREA,0.063208
LTM,MEESHO,0.063207
AEGISVOPAK,NYKAA,0.063207
IPCALAB,LALPATHLAB,0.063205
AEGISVOPAK,LTFOODS,0.063204
BANKINDIA,ZFCVINDIA,0.063204
DCMSHRIRAM,SUMICHEM,0.063203
ERIS,LALPATHLAB,0.063203
AXISBANK,LINDEINDIA,0.063203
URBANCO,ZYDUSWELL,0.063201
DOMS,SBILIFE,0.063199
JAINREC,SHYAMMETL,0.063198
AIAENG,HINDCOPPER,0.063197
MRF,SUNTV,0.063197
ATHERENERG,CONCORDBIO,0.063197
PAGEIND,ZYDUSWELL,0.063196
HINDUNILVR,SIGNATURE,0.063196
TBOTEK,UBL,0.063196
GODIGIT,LTFOODS,0.063195
JSWDULUX,NAVA,0.063194
HYUNDAI,SOBHA,0.063193
HONAUT,JUBLFOOD,0.063193
SAPPHIRE,TCS,0.063193
CHOICEIN,ONESOURCE,0.063193
AFCONS,ICICIBANK,0.063191
HONASA,TATACAP,0.063191
CLEAN,OIL,0.06319
IPCALAB,SAMMAANCAP,0.063189
CHOICEIN,GALLANTT,0.063185
AUBANK,ZYDUSWELL,0.063178
ASTERDM,BHARTIARTL,0.063178
TCS,VTL,0.063178
ASIANPAINT,CARBORUNIV,0.063174
3MINDIA,AMBER,0.063174
FEDERALBNK,FLUOROCHEM,0.063173
BHARTIHEXA,SUMICHEM,0.063172
FIRSTCRY,LGEINDIA,0.063172
ANTHEM,LGEINDIA,0.063172
AADHARHFC,DALBHARAT,0.063169
IKS,SHYAMMETL,0.063167
LALPATHLAB,NATIONALUM,0.063165
RADICO,TATACHEM,0.063164
BLUEDART,KPIL,0.063163
GRANULES,INFY,0.063163
ABDL,ONGC,0.063157
AEGISVOPAK,RRKABEL,0.063156
ANTHEM,NAM-INDIA,0.063152
AADHARHFC,MINDACORP,0.063152
AFCONS,RADICO,0.06315
AEGISLOG,SUNTV,0.063149
FORTIS,PINELABS,0.063147
IPCALAB,VEDL,0.063146
M&M,ZYDUSWELL,0.063146
DOMS,TIMKEN,0.063143
MINDACORP,TECHM,0.063142
GILLETTE,HAL,0.06314
CARBORUNIV,TATACAP,0.06314
AIIL,HSCL,0.063139
ACMESOLAR,KIMS,0.063135
BAYERCROP,SUPREMEIND,0.063134
HONAUT,NAUKRI,0.063133
PATANJALI,THERMAX,0.063133
NAM-INDIA,PIRAMALFIN,0.063131
ATHERENERG,PVRINOX,0.063131
SUNDARMFIN,TMCV,0.063131
ACMESOLAR,CPPLUS,0.06313
DOMS,EIHOTEL,0.063129
ANANDRATHI,GLAND,0.063125
AIIL,BLUEJET,0.063124
HINDPETRO,JSWDULUX,0.063123
AFCONS,AJANTPHARM,0.063122
AEGISLOG,TATACONSUM,0.06312
CONCORDBIO,FIRSTCRY,0.063117
CASTROLIND,PWL,0.063114
ASTERDM,MINDACORP,0.063111
HDFCBANK,TRITURBINE,0.063107
ATHERENERG,HSCL,0.063103
3MINDIA,GLENMARK,0.063102
GLAXO,PFIZER,0.063102
BHARTIHEXA,VEDL,0.0631
ICICIAMC,RBLBANK,0.063097
MSUMI,PFIZER,0.063097
KOTAKBANK,SOBHA,0.063097
ANANDRATHI,KPIL,0.063096
PAYTM,PFIZER,0.063091
RADICO,RAMCOCEM,0.06309
CRAFTSMAN,TITAN,0.06309
AADHARHFC,PWL,0.06309
GALLANTT,PAYTM,0.063088
AEGISVOPAK,LALPATHLAB,0.063087
360ONE,CANHLIFE,0.063086
DATAPATTNS,ICICIAMC,0.063085
HFCL,HONAUT,0.063082
AEGISLOG,VEDL,0.06308
MRPL,RAINBOW,0.06308
ADANIPOWER,PINELABS,0.063079
ASTERDM,HINDZINC,0.063078
AEGISVOPAK,ATHERENERG,0.063076
BAYERCROP,INDUSINDBK,0.063075
GODIGIT,JYOTICNC,0.063075
LTTS,RAINBOW,0.063072
GILLETTE,SUNTV,0.063071
GILLETTE,SWIGGY,0.06307
ITI,MEESHO,0.063069
AAVAS,CUB,0.063069
AIAENG,CPPLUS,0.063067
GESHIP,IPCALAB,0.063067
APTUS,BLUEDART,0.063067
CHALET,TEGA,0.063066
AEGISVOPAK,PWL,0.063066
3MINDIA,JINDALSTEL,0.063066
DEEPAKNTR,THELEELA,0.063065
ACMESOLAR,SUNTV,0.063065
GLENMARK,GODREJIND,0.063065
BHARTIHEXA,CUB,0.063065
360ONE,ERIS,0.063064
JUBLINGREA,TIMKEN,0.063064
EMCURE,GLAXO,0.063063
GODIGIT,YESBANK,0.063061
BLUEDART,INDIANB,0.063058
GLAXO,KIMS,0.063057
TEGA,TORNTPHARM,0.063057
IPCALAB,RHIM,0.063055
EMCURE,MINDACORP,0.063054
AEGISLOG,TORNTPHARM,0.063052
HDBFS,HINDUNILVR,0.063051
FIRSTCRY,JAINREC,0.063051
BLUEDART,TRITURBINE,0.063048
CEMPRO,GODIGIT,0.063047
BAJAJHLDNG,RADICO,0.063045
AEGISVOPAK,BLUESTARCO,0.063043
CIEINDIA,GODREJIND,0.063043
CUB,DOMS,0.063042
AEGISVOPAK,SBIN,0.063042
BALKRISIND,ZENTEC,0.06304
HSCL,TENNIND,0.063039
AADHARHFC,COROMANDEL,0.063038
GALLANTT,HEROMOTOCO,0.063038
RAINBOW,VMM,0.063037
ADANIGREEN,HONAUT,0.063036
GROWW,MEDANTA,0.063036
NESTLEIND,RHIM,0.063035
GODIGIT,NTPCGREEN,0.063033
GRASIM,JSWDULUX,0.063032
LUPIN,SUNDARMFIN,0.063032
ALKEM,BHARTIHEXA,0.063029
PFIZER,WELSPUNLIV,0.063029
COALINDIA,VTL,0.063028
PREMIERENE,THELEELA,0.063023
3MINDIA,CHOICEIN,0.063023
COALINDIA,SUNDARMFIN,0.06302
KPIL,TORNTPHARM,0.063019
MARICO,TIMKEN,0.063019
NAVA,TEGA,0.063018
ICICIAMC,POWERGRID,0.063018
GODREJCP,LINDEINDIA,0.063017
EMMVEE,JUBLPHARMA,0.063016
JKCEMENT,SAREGAMA,0.063016
DOMS,HINDALCO,0.063013
HEXT,JUBLINGREA,0.06301
BAJFINANCE,NIVABUPA,0.06301
BHARTIARTL,TENNIND,0.063007
HONAUT,PATANJALI,0.063006
ANURAS,PWL,0.063005
FLUOROCHEM,SBIN,0.063002
ANANDRATHI,NEWGEN,0.062998
ANANDRATHI,LTTS,0.062995
CRISIL,STARHEALTH,0.062995
ATUL,NEULANDLAB,0.062995
TORNTPHARM,URBANCO,0.062994
ANANDRATHI,BSOFT,0.062994
SBIN,ZYDUSWELL,0.062987
TRENT,VIJAYA,0.062986
BBTC,BHARTIARTL,0.062986
EMMVEE,POLICYBZR,0.062986
APOLLOTYRE,CANHLIFE,0.062984
THERMAX,VIJAYA,0.062983
SBFC,SUNDARMFIN,0.062982
AADHARHFC,INDGN,0.062982
INDIGO,ONESOURCE,0.062982
HONAUT,WHIRLPOOL,0.062982
NAVINFLUOR,RAMCOCEM,0.062981
POLICYBZR,TIMKEN,0.062981
EIHOTEL,TCS,0.062981
IDFCFIRSTB,STARHEALTH,0.06298
BALKRISIND,WHIRLPOOL,0.062979
DCMSHRIRAM,TORNTPOWER,0.062977
ANANDRATHI,WOCKPHARMA,0.062976
CARBORUNIV,TITAN,0.062976
CIEINDIA,FIVESTAR,0.062975
CANFINHOME,EMCURE,0.062975
AEGISVOPAK,MINDACORP,0.062975
GRSE,SPLPETRO,0.062975
ICICIBANK,PWL,0.062974
GLAND,HINDZINC,0.062974
FIVESTAR,GODREJIND,0.062973
ITC,JKCEMENT,0.062972
HONAUT,SAMMAANCAP,0.06297
HINDALCO,SAPPHIRE,0.062968
ANURAS,DELHIVERY,0.062966
3MINDIA,BAJFINANCE,0.062966
BOSCHLTD,CARBORUNIV,0.062965
3MINDIA,UPL,0.062963
JMFINANCIL,ZFCVINDIA,0.062963
ECLERX,KIMS,0.062963
BHARTIHEXA,JSWCEMENT,0.062962
MAXHEALTH,ONESOURCE,0.062959
AADHARHFC,CANFINHOME,0.062957
ASTERDM,TRITURBINE,0.062957
DCMSHRIRAM,PAYTM,0.062956
PTCIL,WHIRLPOOL,0.062956
JUBLFOOD,VIJAYA,0.062956
BAYERCROP,NAM-INDIA,0.062955
ATUL,TORNTPOWER,0.062955
RKFORGE,VIJAYA,0.062954
JBCHEPHARM,RADICO,0.062954
ERIS,POLICYBZR,0.062954
NIVABUPA,SRF,0.062954
HEXT,JKCEMENT,0.062952
FIVESTAR,HONASA,0.062945
AADHARHFC,MARICO,0.062945
CREDITACC,NUVOCO,0.062942
GLENMARK,MEESHO,0.062941
DCMSHRIRAM,FEDERALBNK,0.062937
BLUEDART,SAIL,0.062937
NAM-INDIA,ONESOURCE,0.062936
AEGISVOPAK,APOLLOTYRE,0.062934
PINELABS,POLICYBZR,0.062933
AEGISVOPAK,SIEMENS,0.062932
MRF,SHYAMMETL,0.062932
CRAFTSMAN,JUBLINGREA,0.062928
JSWSTEEL,ZYDUSWELL,0.062927
GABRIEL,INFY,0.062927
FIVESTAR,PFIZER,0.062925
BALRAMCHIN,NEULANDLAB,0.062925
ASAHIINDIA,VEDL,0.062922
CCL,ONGC,0.062921
NTPCGREEN,PTCIL,0.062921
RAINBOW,SUNPHARMA,0.06292
ASIANPAINT,BHARTIHEXA,0.06292
ETERNAL,GILLETTE,0.062918
FLUOROCHEM,UBL,0.062917
KEI,MEESHO,0.062916
GILLETTE,KPIL,0.062916
AWL,BAYERCROP,0.062912
KAYNES,SUNTV,0.062911
AAVAS,IKS,0.062909
KIRLOSENG,TATACAP,0.062909
ASIANPAINT,CARTRADE,0.062908
GABRIEL,HCLTECH,0.062907
GALLANTT,JUBLFOOD,0.062906
EIHOTEL,SUNTV,0.062905
ICICIBANK,INDGN,0.062904
ABDL,HINDUNILVR,0.062903
ABBOTINDIA,LUPIN,0.062903
IPCALAB,TATACONSUM,0.062903
GRANULES,PTCIL,0.062903
ABLBL,ACUTAAS,0.062895
BHARTIHEXA,TATACAP,0.062894
BRIGADE,DCMSHRIRAM,0.062893
BAYERCROP,HFCL,0.062889
BHEL,SPLPETRO,0.062885
CGCL,TENNIND,0.06288
CAPLIPOINT,VEDL,0.062879
EMCURE,WIPRO,0.062879
AIIL,URBANCO,0.062879
ASHOKLEY,GILLETTE,0.062879
LICI,SPLPETRO,0.062878
NIVABUPA,SAPPHIRE,0.062877
ECLERX,SHYAMMETL,0.062874
ATHERENERG,HINDUNILVR,0.062873
CGCL,NIVABUPA,0.062873
COALINDIA,CRAFTSMAN,0.062868
FLUOROCHEM,TRITURBINE,0.062868
MEESHO,SBICARD,0.062868
JSWDULUX,KALYANKJIL,0.062867
IPCALAB,MCX,0.062866
GODIGIT,IKS,0.062864
LATENTVIEW,PFIZER,0.062864
HDBFS,JKCEMENT,0.062863
GRAVITA,JSWDULUX,0.062862
HEXT,KAJARIACER,0.062861
HONASA,NH,0.062853
AEGISVOPAK,URBANCO,0.062853
GROWW,NEULANDLAB,0.062853
PTCIL,TRITURBINE,0.062853
GRAVITA,THELEELA,0.062852
CONCORDBIO,POLICYBZR,0.062851
KAJARIACER,SUNDARMFIN,0.062849
MPHASIS,THELEELA,0.062847
COHANCE,TENNIND,0.062847
CONCORDBIO,ICICIBANK,0.062847
BRIGADE,GILLETTE,0.062845
ATUL,MCX,0.062844
DELHIVERY,JSWDULUX,0.062843
AEGISVOPAK,SIGNATURE,0.062841
BHARTIHEXA,ICICIBANK,0.062839
PFIZER,SHRIRAMFIN,0.062839
AADHARHFC,GRANULES,0.062839
COFORGE,IPCALAB,0.062837
HEXT,IGIL,0.062835
KOTAKBANK,VTL,0.062834
BAJAJHFL,THELEELA,0.062833
ACMESOLAR,NAVINFLUOR,0.062832
HONASA,SYNGENE,0.06283
AEGISLOG,GODREJIND,0.062829
CANHLIFE,EMAMILTD,0.062827
DRREDDY,GODREJIND,0.062823
GODIGIT,PCBL,0.062816
AADHARHFC,ECLERX,0.062816
CRISIL,GILLETTE,0.062816
MEESHO,PREMIERENE,0.062815
GLAND,RELIANCE,0.062815
DMART,SUNTV,0.062813
CEATLTD,MEESHO,0.062813
NEULANDLAB,SHREECEM,0.062812
3MINDIA,SOBHA,0.062811
PTCIL,SAGILITY,0.06281
HOMEFIRST,JAINREC,0.062809
GODREJIND,MARICO,0.062808
BLUEJET,SUNDARMFIN,0.062806
BAYERCROP,SIGNATURE,0.062803
3MINDIA,KFINTECH,0.062803
APLAPOLLO,KIMS,0.0628
MRF,SAPPHIRE,0.062799
LENSKART,SWANCORP,0.062799
GODREJIND,HINDCOPPER,0.062798
M&MFIN,MEESHO,0.062795
GILLETTE,INDGN,0.062793
FEDERALBNK,LALPATHLAB,0.062792
GODIGIT,TECHNOE,0.062789
HOMEFIRST,URBANCO,0.06278
INDGN,MRF,0.062778
PINELABS,ULTRACEMCO,0.062777
CANFINHOME,SUNPHARMA,0.062777
ANANDRATHI,JSWCEMENT,0.062776
TBOTEK,WIPRO,0.062775
CIEINDIA,TMCV,0.062775
IGIL,NIVABUPA,0.062774
ABDL,KIMS,0.062774
EMMVEE,IKS,0.062772
APLAPOLLO,TIMKEN,0.062772
JSWINFRA,THELEELA,0.062771
ANTHEM,GVT&D,0.062769
GODREJCP,PVRINOX,0.062768
POLYMED,TENNIND,0.062767
LGEINDIA,WOCKPHARMA,0.062766
ASTERDM,CANFINHOME,0.062765
BERGEPAINT,LGEINDIA,0.062763
CPPLUS,HOMEFIRST,0.06276
ALKEM,PVRINOX,0.062756
BLUEDART,CEMPRO,0.06275
GRASIM,ICICIAMC,0.06275
HINDCOPPER,LGEINDIA,0.062749
IKS,NAM-INDIA,0.062746
JAINREC,JUBLPHARMA,0.062745
IKS,SUNPHARMA,0.062745
SUMICHEM,URBANCO,0.062744
INFY,NAVA,0.062742
BALRAMCHIN,TIMKEN,0.062741
GILLETTE,KPRMILL,0.062741
EICHERMOT,VIJAYA,0.062737
BHARTIHEXA,PIDILITIND,0.062736
HONAUT,POLYCAB,0.062736
PVRINOX,TIMKEN,0.062735
NTPC,PIRAMALFIN,0.062734
CAPLIPOINT,HEXT,0.062733
ANURAS,POLICYBZR,0.062731
SUNTV,THERMAX,0.06273
CANHLIFE,FSL,0.062729
INDIACEM,THERMAX,0.062727
BRITANNIA,KIMS,0.062727
MEESHO,MSUMI,0.062725
ERIS,ZYDUSWELL,0.062725
CIEINDIA,HDBFS,0.062722
BHARTIHEXA,CHAMBLFERT,0.062722
CHALET,DCMSHRIRAM,0.062718
ADANIGREEN,SPLPETRO,0.062718
MEESHO,NAUKRI,0.062715
TIMKEN,TMCV,0.062714
BIOCON,GODIGIT,0.062714
ALKEM,GROWW,0.06271
GILLETTE,JUBLPHARMA,0.06271
INDIAMART,JUBLFOOD,0.06271
CCL,LENSKART,0.06271
CPPLUS,PVRINOX,0.062708
CARBORUNIV,ETERNAL,0.062707
RITES,SCHNEIDER,0.062705
HINDCOPPER,ICICIAMC,0.062705
SOLARINDS,VIJAYA,0.062704
JAINREC,KPIL,0.062704
CONCORDBIO,HYUNDAI,0.062701
SUNPHARMA,URBANCO,0.062698
CANFINHOME,CRAFTSMAN,0.062698
BALKRISIND,SAMMAANCAP,0.062697
3MINDIA,CLEAN,0.062696
ICICIPRULI,PINELABS,0.062689
CANFINHOME,CARBORUNIV,0.062688
CARBORUNIV,DRREDDY,0.062687
BAYERCROP,IOC,0.062686
KAYNES,SPLPETRO,0.062685
CONCORDBIO,RADICO,0.062682
ANTHEM,IKS,0.062681
POLYMED,RADICO,0.062681
EIDPARRY,PIRAMALFIN,0.062681
HEXT,MRF,0.062679
LINDEINDIA,TIMKEN,0.062679
CONCORDBIO,NESTLEIND,0.062675
COALINDIA,HSCL,0.062672
CANFINHOME,NESTLEIND,0.062671
BALKRISIND,TTML,0.062671
JSWDULUX,JYOTICNC,0.062671
NTPC,PINELABS,0.062668
AUROPHARMA,CANFINHOME,0.062667
BLUEDART,CESC,0.062667
NEULANDLAB,SHYAMMETL,0.062664
BIKAJI,LGEINDIA,0.062661
BATAINDIA,OIL,0.062659
BIKAJI,HDBFS,0.062658
IPCALAB,USHAMART,0.062658
GILLETTE,ITC,0.062655
AXISBANK,DOMS,0.062655
EMMVEE,NUVOCO,0.062653
SJVN,ZFCVINDIA,0.062653
COLPAL,ICICIAMC,0.062652
SUNTV,TCS,0.062652
ANURAS,SYNGENE,0.062651
PTCIL,SUNTV,0.062651
STARHEALTH,TENNIND,0.062647
CIEINDIA,URBANCO,0.062647
DCMSHRIRAM,MRPL,0.062645
FLUOROCHEM,UTIAMC,0.062644
DEVYANI,NIVABUPA,0.062643
LLOYDSME,STARHEALTH,0.06264
INDUSTOWER,ZYDUSWELL,0.062639
HINDUNILVR,KAJARIACER,0.062636
CPPLUS,CRISIL,0.062635
GODIGIT,HEROMOTOCO,0.062634
HCLTECH,SIGNATURE,0.062634
COLPAL,VIJAYA,0.062633
AEGISVOPAK,TMCV,0.062632
SAGILITY,SUNDARMFIN,0.062632
AADHARHFC,HYUNDAI,0.062627
CEMPRO,HONAUT,0.062626
AEGISVOPAK,IGIL,0.062624
BLUEDART,SUNTV,0.062624
AAVAS,TENNIND,0.062622
NIACL,ONESOURCE,0.062622
CANFINHOME,MRF,0.062622
HONAUT,USHAMART,0.062621
DMART,HONAUT,0.062621
AUBANK,GLAND,0.06262
BLUEDART,IGIL,0.062619
KIRLOSENG,TECHM,0.062619
DATAPATTNS,ZFCVINDIA,0.062616
SAREGAMA,SOBHA,0.062615
JSWENERGY,SPLPETRO,0.062613
HOMEFIRST,JKCEMENT,0.062612
SUNDARMFIN,THERMAX,0.062612
AEGISVOPAK,DIVISLAB,0.062611
ERIS,LGEINDIA,0.062609
JAINREC,SIGNATURE,0.062607
ATUL,NAUKRI,0.062607
CREDITACC,WIPRO,0.062607
ANTHEM,BERGEPAINT,0.062607
BSOFT,THELEELA,0.062607
ANURAS,NUVOCO,0.062603
HONASA,POLICYBZR,0.062602
DOMS,PVRINOX,0.062601
HDBFS,PIRAMALFIN,0.0626
BLUEJET,GVT&D,0.062599
HDBFS,STARHEALTH,0.062594
HONASA,NAM-INDIA,0.062594
HONASA,INDIGO,0.062593
APLAPOLLO,JSWDULUX,0.062593
BLS,THELEELA,0.062592
BHARTIHEXA,MGL,0.062592
GILLETTE,URBANCO,0.062591
PIRAMALFIN,SARDAEN,0.062591
MEESHO,TRIDENT,0.062589
OLAELEC,SPLPETRO,0.062588
SUNPHARMA,TEGA,0.062586
KARURVYSYA,SAREGAMA,0.062585
BANKBARODA,BLUEDART,0.062584
BOSCHLTD,KIMS,0.062584
CIPLA,STARHEALTH,0.062583
BBTC,ONGC,0.062579
PINELABS,POWERGRID,0.062578
SIGNATURE,TORNTPHARM,0.062578
CREDITACC,CUB,0.062574
ERIS,FEDERALBNK,0.062571
POLYMED,TECHM,0.06257
LT,ONESOURCE,0.062569
JKCEMENT,SHYAMMETL,0.062568
GODREJIND,TMCV,0.062565
BALKRISIND,LUPIN,0.062563
AEGISVOPAK,SCHAEFFLER,0.062561
AJANTPHARM,WHIRLPOOL,0.062561
BHARTIHEXA,SBILIFE,0.06256
ASTERDM,HINDCOPPER,0.062558
KIMS,SUMICHEM,0.062556
PFIZER,SBICARD,0.062556
JPPOWER,SPLPETRO,0.062555
SUNDARMFIN,VEDL,0.062553
FIRSTCRY,GLAND,0.062553
MEESHO,NTPCGREEN,0.062551
ALKEM,RAMCOCEM,0.062551
NATIONALUM,VTL,0.06255
ITCHOTELS,THELEELA,0.062548
GVT&D,RADICO,0.062547
FEDERALBNK,GLAND,0.062547
MEESHO,RBLBANK,0.062547
ANANDRATHI,SRF,0.062545
360ONE,ANURAS,0.062545
CHOLAHLDNG,EMCURE,0.062544
ICICIAMC,PCBL,0.062544
AAVAS,LTM,0.062544
CHOLAHLDNG,TENNIND,0.062544
GODIGIT,NMDC,0.062542
BRITANNIA,SAREGAMA,0.06254
EICHERMOT,TIMKEN,0.062538
JBCHEPHARM,NIVABUPA,0.062538
ABSLAMC,GILLETTE,0.062537
DOMS,URBANCO,0.062537
CASTROLIND,CONCORDBIO,0.062537
CHOLAFIN,TBOTEK,0.062537
LENSKART,NAM-INDIA,0.062535
BBTC,ICICIBANK,0.062534
BHARTIHEXA,JBCHEPHARM,0.062534
EIHOTEL,LTTS,0.062533
CRAFTSMAN,HINDZINC,0.062531
NEULANDLAB,TCS,0.06253
ANANDRATHI,NTPCGREEN,0.062529
HOMEFIRST,PWL,0.062529
KAJARIACER,NIVABUPA,0.062529
BAYERCROP,TARIL,0.062526
EIHOTEL,KARURVYSYA,0.062526
CANFINHOME,DCMSHRIRAM,0.062525
GICRE,PFIZER,0.062523
FINCABLES,MEESHO,0.062523
SAREGAMA,THERMAX,0.062522
AADHARHFC,AIIL,0.062521
LUPIN,SPLPETRO,0.062521
HEXT,SIGNATURE,0.062521
HONAUT,PAGEIND,0.06252
AEGISVOPAK,LAURUSLABS,0.062517
AEGISLOG,MARICO,0.062516
CHOLAFIN,MEESHO,0.062515
CPPLUS,SAMMAANCAP,0.062513
ATUL,SHREECEM,0.062511
ANURAS,MEDANTA,0.062509
PIRAMALFIN,RELIANCE,0.062509
ERIS,MUTHOOTFIN,0.062505
ADANIPOWER,THELEELA,0.062503
GODREJIND,PWL,0.062503
BPCL,ICICIAMC,0.0625
BLUEJET,ZYDUSWELL,0.0625
HONAUT,PNBHOUSING,0.062499
JSWDULUX,UNIONBANK,0.062493
CASTROLIND,EMMVEE,0.062492
AADHARHFC,M&M,0.062492
DMART,MEESHO,0.06249
ACUTAAS,SHREECEM,0.062488
CHALET,RADICO,0.062486
LT,PFIZER,0.062486
HINDALCO,ZYDUSWELL,0.062485
SBIN,TIMKEN,0.062484
ABSLAMC,PVRINOX,0.062484
AARTIIND,HONAUT,0.062481
HSCL,KAJARIACER,0.062481
GODREJIND,SOBHA,0.062481
SCHAEFFLER,VIJAYA,0.062479
STARHEALTH,TATACONSUM,0.062478
CANHLIFE,FIRSTCRY,0.062475
BALKRISIND,NAM-INDIA,0.062474
CANFINHOME,OIL,0.062473
GRASIM,ONESOURCE,0.062472
CANHLIFE,LTTS,0.062471
GROWW,POLYMED,0.06247
CPPLUS,KIMS,0.062468
HINDZINC,TRITURBINE,0.062467
NEULANDLAB,UTIAMC,0.062467
GILLETTE,SAMMAANCAP,0.062466
ANANDRATHI,LUPIN,0.062466
HYUNDAI,SAPPHIRE,0.062465
CARTRADE,VTL,0.062464
AIAENG,KAJARIACER,0.062464
AEGISLOG,ATHERENERG,0.06246
COCHINSHIP,SCHNEIDER,0.062459
ANTHEM,ANURAS,0.062459
HONAUT,NUVOCO,0.062459
ASHOKLEY,DCMSHRIRAM,0.062457
DABUR,VIJAYA,0.062455
AEGISLOG,NEULANDLAB,0.062454
AIAENG,BIKAJI,0.06245
AEGISLOG,LTTS,0.06245
GODIGIT,SCI,0.062447
ASTERDM,PIRAMALFIN,0.062446
INFY,TRITURBINE,0.062443
CRAFTSMAN,SUNDARMFIN,0.062443
GILLETTE,RELIANCE,0.062442
COROMANDEL,HINDUNILVR,0.06244
INFY,RHIM,0.062439
DALBHARAT,VIJAYA,0.062437
AADHARHFC,APARINDS,0.062437
AUBANK,CONCORDBIO,0.062434
HOMEFIRST,SAREGAMA,0.062433
GODIGIT,SOLARINDS,0.062433
KPITTECH,PFIZER,0.062432
BAJAJHLDNG,IPCALAB,0.062432
ABDL,LALPATHLAB,0.062431
ANURAS,TATAELXSI,0.062427
HOMEFIRST,VTL,0.062424
